name,LTE,year,weight,display_type,screen_size,ppi,cpu_ghz,ram,internal,camera,front_cam,blth_v,battery,price
Panasonic Eluga Z1 Pro,1,2018,169,LCD,6.19,269,2.0,4.0,64.0,13.0,8.0,5.0,4000,228.0
Panasonic Eluga Ray 530,1,2018,141,LCD,5.7,282,1.3,3.0,32.0,13.0,5.0,4.1,3000,126.0
Panasonic Eluga Ray 600,1,2018,158,LCD,5.99,269,1.3,3.0,32.0,13.0,8.0,4.1,4000,112.0
Panasonic Eluga X1 Pro,1,2018,195,LCD,6.18,403,2.0,6.0,128.0,16.0,16.0,4.2,3000,399.0
Panasonic P90,1,2018,151,LCD,5.0,294,1.3,1.0,16.0,5.0,5.0,4.0,2400,84.0
Panasonic P95,1,2018,164,LCD,5.0,294,1.3,1.0,16.0,8.0,5.0,4.1,2300,70.0
Panasonic Eluga I7,1,2018,168,LCD,5.45,295,1.25,2.0,16.0,8.0,8.0,4.1,4000,91.0
Panasonic Eluga Ray 550,1,2018,152,LCD,5.7,282,1.3,3.0,32.0,13.0,8.0,4.1,3250,126.0
Panasonic P101,1,2018,145,LCD,5.45,197,1.3,2.0,16.0,8.0,5.0,4.1,2500,98.0
Panasonic P100,1,2018,174,LCD,5.0,294,1.25,2.0,16.0,8.0,5.0,4.0,2200,74.2
Panasonic Eluga I9,1,2017,143,LCD,5.0,294,1.25,3.0,32.0,13.0,5.0,4.0,2500,114.0
Panasonic P91,1,2017,161,LCD,5.0,196,1.1,1.0,16.0,8.0,5.0,4.0,2500,91.0
Panasonic Eluga I5,1,2017,145,LCD,5.0,294,1.25,2.0,16.0,13.0,5.0,4.0,2500,91.0
Panasonic Eluga A4,1,2017,162,LCD,5.2,282,1.25,3.0,32.0,13.0,5.0,4.0,5000,175.0
Panasonic P99,1,2017,145,LCD,5.0,294,1.25,2.0,16.0,8.0,5.0,4.0,2000,104.3
Panasonic Eluga I4,1,2017,150,LCD,5.0,294,1.25,2.0,16.0,8.0,5.0,4.0,3000,116.2
Panasonic Eluga Ray 500,1,2017,163,LCD,5.0,294,1.25,3.0,32.0,13.0,5.0,4.0,4000,125.4
Panasonic Eluga Ray 700,1,2017,182,LCD,5.5,401,1.3,3.0,32.0,13.0,13.0,4.0,5000,148.2
Panasonic P9,1,2017,144,LCD,5.0,196,1.1,1.0,16.0,8.0,5.0,4.0,2210,114.0
Panasonic Eluga I2 Activ,1,2017,133,LCD,5.0,294,1.3,2.0,16.0,8.0,5.0,4.0,2200,100.8
Panasonic Eluga A3 Pro,1,2017,161,LCD,5.2,282,1.3,3.0,32.0,13.0,8.0,4.0,4000,179.20000000000005
Panasonic Eluga A3,1,2017,161,LCD,5.2,282,1.25,3.0,16.0,13.0,8.0,4.0,4000,158.20000000000005
Panasonic P55 Max,1,2017,180,LCD,5.5,267,1.3,3.0,16.0,13.0,5.0,4.0,5000,119.0
Pantech Discover,1,2013,135,OTHER,4.8,306,1.5,1.0,16.0,12.6,2.0,4.0,2100,421.8
Pantech Vega R3 IM-A850L,1,2012,168,LCD,5.3,277,1.5,2.0,16.0,13.0,2.0,4.0,2600,627.0
Pantech Flex  P8010,1,2012,132,OLED,4.3,256,1.5,1.0,8.0,8.0,2.0,4.0,1830,262.2
Pantech Vega Racer 2 IM-A830L,1,2012,134,LCD,4.8,306,1.5,1.0,16.0,8.0,2.0,4.0,2020,387.6
Pantech Vega LTE EX IM-A820L,1,2012,136,LCD,4.5,335,1.5,1.0,16.0,8.0,0.0,3.0,1830,262.2
Pantech Burst,1,2012,122,OLED,4.0,233,1.5,1.0,16.0,5.0,0.0,3.0,1650,307.7999999999999
Pantech Element,1,2012,469,OTHER,8.0,160,1.5,1.0,16.0,5.0,2.0,3.0,6400,250.8
Pantech Pursuit II,0,2011,127,OTHER,2.8,143,0.23,0.0,0.217,2.0,0.0,2.0,1000,228.0
Pantech Vega Xpress IM-A720L,0,2010,119,OTHER,4.0,233,1.0,0.0,0.512,5.0,0.0,2.1,1500,228.0
Philips S308,0,2014,125,OTHER,4.0,233,1.0,0.512,4.0,5.0,0.0,3.0,1400,148.2
Philips W3500,0,2013,170,OTHER,5.0,196,1.3,1.0,1.0,5.0,0.0,3.0,2200,193.8
Philips W8555,0,2013,200,OTHER,5.0,441,1.5,2.0,16.0,13.0,0.0,4.0,3300,387.6
Philips W7555,0,2013,154,LCD,4.5,245,1.2,1.0,4.0,8.0,0.0,3.0,2400,250.8
Prestigio MultiPad 4 Quantum 10.1 3G,0,2014,612,LCD,10.1,149,1.6,1.0,16.0,2.0,0.0,3.0,7000,250.8
Prestigio MultiPad 4 Quantum 9.7 Colombia,0,2014,621,LCD,9.7,264,1.6,2.0,16.0,5.0,2.0,4.0,8000,228.0
Prestigio MultiPad 4 Ultra Quad 8.0 3G,0,2014,450,LCD,8.0,160,1.2,1.0,16.0,5.0,2.0,4.0,4600,216.6
Prestigio MultiPhone 7600 Duo,0,2014,191,LCD,6.0,245,1.5,1.0,4.0,13.0,8.0,4.0,2600,307.7999999999999
Prestigio MultiPhone 7500,0,2014,146,LCD,5.0,441,1.5,1.0,16.0,13.0,8.0,4.0,2300,319.2
Prestigio MultiPhone 5501 Duo,0,2014,135,OTHER,5.0,196,1.2,0.512,4.0,5.0,0.0,2.1,2000,170.99999999999997
Prestigio MultiPhone 5500 Duo,0,2014,183,OTHER,5.0,196,1.2,0.512,4.0,5.0,0.0,3.0,2000,182.4
Prestigio MultiPhone 5451 Duo,0,2014,145,OTHER,4.5,218,1.2,0.512,4.0,5.0,0.0,2.1,1500,136.79999999999998
Prestigio MultiPhone 5450 Duo,0,2014,145,OTHER,4.5,218,1.2,0.512,4.0,5.0,0.0,2.1,1500,136.79999999999998
Prestigio MultiPhone 3400 Duo,0,2013,120,OTHER,4.0,233,1.2,0.512,4.0,3.15,0.0,0.0,1500,102.6
Prestigio MultiPhone 5430 Duo,0,2013,140,LCD,4.3,256,1.2,1.0,4.0,8.0,1.2,2.1,2000,239.4
Prestigio MultiPhone 5400 Duo,0,2013,132,OTHER,4.0,233,1.2,0.512,4.0,8.0,0.0,0.0,1700,136.79999999999998
Prestigio MultiPhone 5300 Duo,0,2013,140,OTHER,5.3,185,1.2,1.0,4.0,8.0,1.2,4.0,2100,205.2
Prestigio MultiPhone 5044 Duo,0,2013,130,LCD,5.0,294,1.2,1.0,4.0,8.0,2.0,0.0,2000,228.0
Prestigio MultiPhone 5000 Duo,0,2013,199,OTHER,5.0,187,1.2,0.512,4.0,5.0,0.0,2.1,2200,170.99999999999997
Prestigio MultiPhone 4505 Duo,0,2013,134,OTHER,4.5,218,1.2,0.512,4.0,8.0,0.0,4.0,1800,136.79999999999998
Prestigio MultiPhone 4500 Duo,0,2013,158,LCD,4.5,226,1.2,1.0,4.0,8.0,0.0,3.0,1850,136.79999999999998
Prestigio MultiPhone 4322 Duo,0,2013,133,OTHER,4.3,217,1.2,0.512,4.0,8.0,0.0,3.0,1500,136.79999999999998
Prestigio MultiPhone 4300 Duo,0,2013,190,LCD,4.3,217,1.0,0.512,4.0,5.0,0.0,4.0,1500,125.4
Prestigio MultiPhone 4055 Duo,0,2013,134,OTHER,4.0,233,1.2,0.512,4.0,8.0,0.0,4.0,2500,136.79999999999998
Prestigio MultiPhone 4044 Duo,0,2013,124,OTHER,4.0,233,1.2,0.512,4.0,8.0,0.0,3.0,1500,114.0
Prestigio MultiPhone 4040 Duo,0,2013,180,OTHER,4.0,233,1.0,0.512,4.0,5.0,0.0,2.1,1500,114.0
Prestigio MultiPhone 3540 Duo,0,2013,130,OTHER,3.5,165,1.0,0.512,4.0,3.15,0.0,3.0,2000,91.2
Prestigio Multipad 4 Quantum 10.1,0,2013,612,LCD,10.1,149,1.6,1.0,8.0,2.0,0.0,4.0,7000,250.8
Prestigio Multipad 4 Quantum 9.7,0,2013,621,LCD,9.7,264,1.6,2.0,8.0,2.0,2.0,4.0,8000,228.0
Prestigio Multipad 4 Quantum 7.85,0,2013,406,LCD,7.85,163,1.6,1.0,8.0,2.0,0.0,4.0,4700,159.6
Prestigio MultiPad Note 8.0 3G,0,2013,450,LCD,8.0,160,1.6,1.0,16.0,5.0,0.0,0.0,6000,273.6
Prestigio MultiPad 2 Pro Duo 8.0 3G,0,2013,450,LCD,8.0,160,1.2,1.0,16.0,5.0,2.0,0.0,5300,228.0
Prestigio MultiPad 10.1 Ultimate 3G,0,2013,680,OTHER,10.1,149,1.6,1.0,16.0,2.0,2.0,0.0,6400,262.2
Prestigio MultiPad 10.1 Ultimate,0,2013,660,OTHER,10.1,149,1.6,1.0,16.0,2.0,2.0,0.0,6400,216.6
QMobile Noir A1,1,2017,182,LCD,5.5,401,2.0,4.0,64.0,13.0,16.0,4.0,4010,385.0
QMobile J7 Pro,1,2017,175,LCD,5.5,267,1.4,3.0,32.0,13.0,8.0,4.0,3150,252.0
QMobile M6,1,2017,180,OLED,5.5,401,2.0,4.0,64.0,13.0,8.0,4.0,5000,413.0
QMobile M6 Lite,1,2017,184,LCD,5.0,294,1.3,3.0,16.0,13.0,5.0,4.0,4000,231.0
QMobile King Kong Max,1,2017,162,LCD,5.3,277,1.5,3.0,32.0,13.0,5.0,4.0,4000,259.0
QMobile Noir E8,1,2015,210,OLED,6.0,490,2.0,3.0,64.0,24.0,8.0,4.0,3500,456.0
QMobile Noir Z9,1,2015,97,OLED,4.8,306,1.2,2.0,16.0,8.0,5.0,4.0,2000,262.2
QMobile A1,0,2015,138,LCD,4.5,245,1.3,1.0,8.0,5.0,2.0,4.0,1700,114.0
QMobile Noir S1,0,2015,152,LCD,5.0,196,1.3,1.0,8.0,5.0,5.0,4.0,2000,114.0
QMobile Noir i8,0,2015,151,LCD,4.7,199,1.3,1.0,8.0,8.0,2.0,4.0,2120,114.0
QMobile Noir X450,0,2015,150,OTHER,5.0,196,1.3,1.0,8.0,5.0,2.0,4.0,1950,182.4
Qtek 8500,0,2006,99,OTHER,2.2,182,0.2,0.64,0.64,1.3,0.0,1.2,750,216.6
Qtek S200,0,2005,150,OTHER,2.8,143,0.2,0.64,0.64,2.0,0.0,2.0,1200,285.0
Qtek 9000,0,2005,285,OTHER,3.6,222,0.52,0.64,0.64,1.3,0.0,0.0,1620,638.4
Razer Phone 2,1,2018,220,LCD,5.72,513,2.8,8.0,64.0,12.0,8.0,5.0,4000,969.0
Razer Phone,1,2017,197,LCD,5.7,515,2.35,8.0,64.0,12.0,8.0,4.2,4000,854.9999999999999
Realme U1,1,2018,168,LCD,6.3,409,2.1,4.0,64.0,13.0,25.0,4.2,3500,205.2
Realme 2 Pro,1,2018,174,LCD,6.3,409,2.0,8.0,128.0,16.0,16.0,5.0,3500,239.4
Realme C1,1,2018,168,LCD,6.2,271,1.8,2.0,16.0,13.0,5.0,4.2,4230,114.0
Realme 2,1,2018,168,LCD,6.2,271,1.8,4.0,64.0,13.0,8.0,4.2,4230,136.79999999999998
Realme 1,1,2018,155,LCD,6.0,402,2.0,6.0,128.0,13.0,8.0,4.2,3410,148.2
Samsung Galaxy A9 (2018),1,2018,183,OLED,6.3,392,2.2,8.0,128.0,24.0,24.0,5.0,3800,683.9999999999999
Samsung Galaxy A7 (2018),1,2018,168,OLED,6.0,411,2.2,6.0,128.0,24.0,24.0,5.0,3300,319.2
Samsung Galaxy Note9,1,2018,201,OLED,6.4,516,2.7,8.0,512.0,12.0,8.0,5.0,4000,854.9999999999999
Samsung Galaxy J6+,1,2018,178,LCD,6.0,274,1.4,4.0,64.0,13.0,8.0,4.2,3300,273.6
Samsung Galaxy J4 Core,1,2018,177,LCD,6.0,274,1.4,1.0,16.0,8.0,5.0,4.2,3300,170.99999999999997
Samsung Galaxy J4+,1,2018,178,LCD,6.0,274,1.4,2.0,32.0,13.0,5.0,4.2,3300,216.6
Samsung Galaxy J2 Core,1,2018,154,OTHER,5.0,220,1.4,1.0,8.0,8.0,5.0,4.2,2600,114.0
Samsung Galaxy Tab S4 10.5,1,2018,482,OLED,10.5,287,2.35,4.0,256.0,13.0,8.0,5.0,7300,661.1999999999998
Samsung Galaxy Tab A 10.5,1,2018,529,LCD,10.5,216,1.8,3.0,32.0,8.0,5.0,4.2,7300,319.2
Samsung Galaxy On6,1,2018,154,OLED,5.6,294,1.6,4.0,64.0,13.0,8.0,4.2,3000,170.99999999999997
Samsung Galaxy J7 (2018),1,2018,181,OTHER,5.5,267,1.6,2.0,32.0,13.0,13.0,4.2,3300,228.0
Samsung Galaxy J3 (2018),1,2018,152,LCD,5.0,294,1.4,2.0,16.0,8.0,5.0,4.2,2600,170.99999999999997
Samsung Galaxy A8 Star (A9 Star),1,2018,191,OLED,6.3,392,2.2,6.0,64.0,24.0,24.0,5.0,3700,399.0
Samsung Galaxy S Light Luxury,1,2018,150,OLED,5.8,426,2.2,4.0,64.0,16.0,8.0,5.0,3000,456.0
Samsung Galaxy J8,1,2018,177,OLED,6.0,274,1.6,4.0,64.0,16.0,16.0,4.2,3500,285.0
Samsung Galaxy J6,1,2018,154,OLED,5.6,293,1.6,4.0,64.0,13.0,8.0,4.2,3000,205.2
Samsung Galaxy J4,1,2018,175,OLED,5.5,267,1.4,2.0,16.0,13.0,5.0,4.2,3000,159.6
Samsung Galaxy A6+ (2018),1,2018,186,OLED,6.0,411,1.8,4.0,64.0,16.0,24.0,4.2,3500,319.2
Samsung Galaxy A6 (2018),1,2018,159,OLED,5.6,294,1.6,4.0,64.0,16.0,16.0,4.2,3000,228.0
Samsung Galaxy J7 Duo,1,2018,174,OLED,5.5,267,2.2,4.0,32.0,13.0,8.0,4.2,3000,273.6
Samsung Galaxy J7 Prime 2,1,2018,170,OTHER,5.5,401,1.6,3.0,32.0,13.0,13.0,4.1,3300,193.8
Samsung Galaxy S9+,1,2018,189,OLED,6.2,529,2.7,6.0,256.0,12.0,8.0,5.0,3500,706.8
Samsung Galaxy S9,1,2018,163,OLED,5.8,570,2.7,4.0,256.0,12.0,8.0,5.0,3000,558.5999999999998
Samsung Galaxy J2 Pro (2018),1,2018,153,OLED,5.0,220,1.4,1.5,16.0,8.0,5.0,4.2,2600,136.79999999999998
Samsung Galaxy A8+ (2018),1,2017,191,OLED,6.0,411,2.2,6.0,64.0,16.0,16.0,5.0,3500,456.0
Samsung Galaxy A8 (2018),1,2017,172,OLED,5.6,441,2.2,4.0,64.0,16.0,16.0,5.0,3000,307.7999999999999
Samsung Galaxy J2 (2017),1,2017,130,OLED,4.7,234,1.3,1.0,8.0,5.0,2.0,4.1,2000,136.79999999999998
Samsung Galaxy Tab Active 2,1,2017,415,LCD,8.0,189,1.6,3.0,16.0,8.0,5.0,4.2,4450,444.6
Samsung Galaxy Tab A 8.0 (2017),1,2017,364,LCD,8.0,189,1.4,2.0,16.0,8.0,5.0,4.2,5000,228.0
Samsung Galaxy C7 (2017),1,2017,180,OLED,5.5,401,2.4,4.0,32.0,13.0,16.0,4.2,3000,319.2
Samsung Galaxy Note8,1,2017,195,OLED,6.3,521,2.3,6.0,256.0,12.0,8.0,5.0,3300,627.0
Samsung Galaxy S8 Active,1,2017,208,OLED,5.8,568,2.35,4.0,64.0,12.0,8.0,5.1,4000,850.0
Samsung Galaxy J7 V,1,2017,167,LCD,5.5,267,2.2,2.0,16.0,8.0,5.0,4.2,3300,240.0
Samsung Galaxy Note FE,1,2017,167,OLED,5.7,515,2.3,4.0,64.0,12.0,5.0,4.2,3200,683.9999999999999
Samsung Galaxy J7 Max,1,2017,179,OTHER,5.7,386,2.35,4.0,32.0,13.0,13.0,4.2,3300,193.8
Samsung Galaxy J7 (2017),1,2017,181,OLED,5.5,401,1.6,3.0,16.0,13.0,13.0,4.1,3600,228.0
Samsung Galaxy J7 Pro,1,2017,181,OLED,5.5,401,1.6,3.0,64.0,13.0,13.0,4.1,3600,228.0
Samsung Galaxy J5 (2017),1,2017,160,OLED,5.2,282,1.6,2.0,16.0,13.0,13.0,4.1,3000,148.2
Samsung Galaxy J3 (2017),1,2017,142,OTHER,5.0,294,1.4,2.0,16.0,13.0,5.0,4.2,2400,125.4
Samsung Galaxy Folder2,1,2017,165,OTHER,3.8,246,1.4,2.0,16.0,8.0,5.0,4.2,1950,228.0
Samsung Z4,1,2017,143,OTHER,4.5,207,1.5,1.0,8.0,5.0,5.0,4.0,2050,91.2
Samsung Galaxy S8,1,2017,155,OLED,5.8,570,2.3,4.0,64.0,12.0,8.0,5.0,3000,444.6
Samsung Galaxy S8+,1,2017,173,OLED,6.2,529,2.3,6.0,128.0,12.0,8.0,5.0,3500,535.8
Samsung Galaxy C5 Pro,1,2017,145,OLED,5.2,424,2.2,4.0,64.0,16.0,16.0,4.2,2600,250.8
Samsung Galaxy Xcover 4,1,2017,172,LCD,5.0,294,1.4,2.0,16.0,13.0,5.0,4.2,2800,273.6
Samsung Galaxy Tab S3 9.7,1,2017,429,OLED,9.7,264,2.15,4.0,32.0,13.0,5.0,4.2,6000,456.0
Samsung Galaxy J1 mini prime,1,2016,126,OTHER,4.0,233,1.5,1.0,8.0,5.0,0.0,4.0,1500,125.4
Samsung Galaxy J3 Emerge,1,2017,147,OTHER,5.0,294,1.4,1.5,16.0,5.0,2.0,4.2,2600,235.0
Samsung Galaxy C7 Pro,1,2017,172,OLED,5.7,386,2.2,4.0,64.0,16.0,16.0,4.2,3300,341.99999999999994
Samsung Galaxy A7 (2017),1,2017,186,OLED,5.7,386,1.9,3.0,32.0,16.0,16.0,4.2,3600,319.2
Samsung Galaxy A5 (2017),1,2017,157,OLED,5.2,424,1.9,3.0,64.0,16.0,16.0,4.2,3000,285.0
Samsung Galaxy A3 (2017),1,2017,138,OLED,4.7,312,1.6,2.0,16.0,13.0,8.0,4.2,2350,250.8
Samsung Galaxy Grand Prime Plus,1,2016,160,OTHER,5.0,220,1.4,1.5,8.0,8.0,5.0,4.2,2600,159.6
Samsung Galaxy J2 Prime,1,2016,160,OTHER,5.0,220,1.4,1.5,8.0,8.0,5.0,4.2,2600,148.2
Samsung Galaxy C9 Pro,1,2016,189,OLED,6.0,367,1.95,6.0,64.0,16.0,16.0,4.2,4000,490.19999999999993
Samsung Galaxy A8 (2016),1,2016,182,OLED,5.7,386,2.1,3.0,32.0,16.0,8.0,4.1,3300,341.99999999999994
Samsung Galaxy On8,1,2016,169,OLED,5.5,401,1.6,3.0,16.0,13.0,5.0,4.1,3300,228.0
Samsung Galaxy On7 (2016),1,2016,167,OTHER,5.5,401,2.0,3.0,32.0,13.0,8.0,4.2,3300,228.0
Samsung Galaxy J5 Prime,1,2016,143,OTHER,5.0,294,1.4,2.0,32.0,13.0,5.0,4.2,2400,136.79999999999998
Samsung Galaxy J7 Prime,1,2016,167,OTHER,5.5,401,1.6,3.0,32.0,13.0,8.0,4.1,3300,159.6
Samsung Z2,1,2016,127,OTHER,4.0,233,1.5,1.0,8.0,5.0,0.0,4.0,1500,91.2
Samsung Galaxy Note7 (USA),1,2016,169,OLED,5.7,515,2.15,4.0,64.0,12.0,5.0,4.2,3500,866.4
Samsung Galaxy Note7,1,2016,169,OLED,5.7,518,2.3,4.0,64.0,12.0,5.0,4.2,3500,969.0
Samsung Galaxy On7 Pro,1,2016,172,OTHER,5.5,267,1.2,2.0,16.0,13.0,5.0,4.1,3000,170.99999999999997
Samsung Galaxy On5 Pro,1,2016,149,OTHER,5.0,294,1.3,2.0,16.0,8.0,5.0,4.1,2600,136.79999999999998
Samsung Galaxy J Max,1,2016,289,OTHER,7.0,216,1.5,1.5,8.0,8.0,2.0,4.0,4000,170.99999999999997
Samsung Galaxy J2 Pro (2016),1,2016,138,OLED,5.0,294,1.5,2.0,16.0,8.0,5.0,4.1,2600,159.6
Samsung Galaxy J2 (2016),1,2016,138,OLED,5.0,294,1.5,1.5,8.0,8.0,5.0,4.1,2600,136.79999999999998
Samsung Galaxy Xcover 3 G389F,1,2016,154,OTHER,4.5,207,1.3,1.5,8.0,5.0,2.0,4.1,2200,228.0
Samsung Galaxy S7 active,1,2016,184,OLED,5.1,576,2.15,4.0,32.0,12.0,5.0,4.2,4000,410.4
Samsung Galaxy J3 Pro,1,2016,139,OLED,5.0,294,1.2,2.0,16.0,8.0,5.0,4.1,2600,148.2
Samsung Galaxy C7,1,2016,169,OLED,5.7,386,2.0,4.0,64.0,16.0,8.0,4.2,3300,285.0
Samsung Galaxy C5,1,2016,143,OLED,5.2,424,1.5,4.0,64.0,16.0,8.0,4.2,2600,250.8
Samsung Galaxy A9 Pro (2016),1,2016,210,OLED,6.0,367,1.8,4.0,32.0,16.0,8.0,4.2,5000,341.99999999999994
Sharp Aquos D10,1,2018,165,LCD,5.99,403,2.6,4.0,64.0,12.0,16.0,4.0,2900,456.0
Sharp Aquos B10,1,2018,175,OTHER,5.7,282,1.5,0.0,32.0,13.0,13.0,4.0,4000,341.99999999999994
Sharp Aquos C10,1,2018,140,LCD,5.5,420,2.2,4.0,64.0,12.0,8.0,5.0,2700,456.0
Sharp Aquos S3 High,1,2018,167,LCD,6.0,402,2.2,8.0,64.0,12.0,16.0,5.0,3200,456.0
Sharp Aquos R2,1,2018,181,LCD,6.0,561,2.6,4.0,64.0,22.6,16.3,5.0,3130,399.0
Sharp Aquos S3,1,2018,165,LCD,6.0,402,2.2,6.0,64.0,12.0,16.0,5.0,3200,456.0
Sharp Aquos S3 mini,1,2018,140,LCD,5.5,420,2.2,6.0,64.0,16.0,20.0,4.2,3020,285.0
Sharp Aquos S2,1,2017,140,LCD,5.5,420,2.2,6.0,128.0,12.0,8.0,4.2,3020,513.0
Sharp Z3,1,2017,185,LCD,5.7,515,1.8,4.0,64.0,16.0,13.0,4.0,3100,433.2
Sharp MS1,1,2016,151,LCD,5.5,401,1.3,3.0,64.0,13.0,13.0,4.1,2600,273.6
Sharp Aquos Xx,1,2015,168,OTHER,5.7,386,1.5,3.0,32.0,13.0,2.1,4.1,3000,387.6
Sonim XP8,1,2018,335,LCD,5.0,441,2.2,4.0,64.0,12.0,8.0,5.0,4900,797.9999999999999
Sonim XP7,1,2014,290,OTHER,4.0,233,1.2,1.0,16.0,8.0,1.0,4.0,4800,797.9999999999999
Sonim XP6,1,2014,270,OTHER,2.63,204,1.2,1.0,8.0,5.0,0.0,4.0,4800,558.5999999999998
Sony Xperia XZ3,1,2018,193,OLED,6.0,537,2.7,4.0,64.0,19.0,13.0,5.0,3300,797.9999999999999
Sony Xperia XA2 Plus,1,2018,205,LCD,6.0,402,2.2,6.0,64.0,23.0,8.0,5.0,3580,433.2
Sony Xperia XZ2 Premium,1,2018,236,LCD,5.8,765,2.7,6.0,64.0,19.0,13.0,5.0,3540,1026.0
Sony Xperia XZ2,1,2018,198,LCD,5.7,424,2.7,6.0,64.0,19.0,5.0,5.0,3180,524.4
Sony Xperia XZ2 Compact,1,2018,168,LCD,5.0,483,2.7,4.0,64.0,19.0,5.0,5.0,2870,535.8
Sony Xperia XA2 Ultra,1,2018,221,LCD,6.0,367,2.2,4.0,64.0,23.0,16.0,5.0,3580,376.2
Sony Xperia XA2,1,2018,171,LCD,5.2,424,2.2,3.0,32.0,23.0,8.0,5.0,3300,307.7999999999999
Sony Xperia L2,1,2018,178,LCD,5.5,267,1.5,3.0,32.0,13.0,8.0,4.2,3300,216.6
Sony Xperia R1 (Plus),1,2017,154,LCD,5.2,282,1.5,3.0,32.0,13.0,8.0,4.2,2620,196.0
Sony Xperia XZ1,1,2017,155,LCD,5.2,424,2.45,4.0,64.0,19.0,13.0,5.0,2700,296.4
Sony Xperia XA1 Plus,1,2017,189,LCD,5.5,401,2.3,4.0,32.0,23.0,8.0,4.2,3430,307.7999999999999
Sony Xperia XZ1 Compact,1,2017,140,LCD,4.6,319,2.45,4.0,32.0,19.0,8.0,5.0,2700,376.2
Sony Xperia L1,1,2017,180,LCD,5.5,267,1.45,2.0,16.0,13.0,5.0,4.2,2620,216.6
Sony Xperia XZs,1,2017,161,LCD,5.2,424,2.15,4.0,32.0,19.0,13.0,4.2,2900,341.99999999999994
Sony Xperia XZ Premium,1,2017,195,LCD,5.46,807,2.45,4.0,64.0,19.0,13.0,5.0,3230,478.8
Sony Xperia XA1 Ultra,1,2017,188,LCD,6.0,367,2.3,4.0,32.0,23.0,16.0,4.2,2700,319.2
Sony Xperia XA1,1,2017,143,LCD,5.0,294,2.3,3.0,32.0,23.0,8.0,4.2,2300,193.8
Sony Xperia X Compact,1,2016,135,LCD,4.6,319,1.4,3.0,32.0,23.0,5.0,4.2,2700,285.0
Sony Xperia XZ,1,2016,161,LCD,5.2,424,2.15,3.0,32.0,23.0,13.0,4.2,2900,285.0
Sony Xperia E5,1,2016,147,LCD,5.0,294,1.3,1.5,16.0,13.0,5.0,4.1,2300,170.99999999999997
Sony Xperia XA Ultra,1,2016,202,LCD,6.0,367,2.0,3.0,16.0,21.5,16.0,4.1,2700,285.0
Sony Xperia X Performance,1,2016,164,LCD,5.0,441,2.15,3.0,32.0,23.0,13.0,4.2,2700,341.99999999999994
Sony Xperia X,1,2016,153,LCD,5.0,441,1.4,3.0,32.0,23.0,13.0,4.2,2620,228.0
Sony Xperia XA Dual,1,2016,137,LCD,5.0,294,2.0,2.0,16.0,13.0,8.0,4.1,2300,228.0
Sony Xperia XA,1,2016,137,LCD,5.0,294,2.0,2.0,16.0,13.0,8.0,4.1,2300,228.0
Sony Xperia Z5 Premium Dual,1,2015,180,LCD,5.5,801,1.5,3.0,32.0,23.0,5.1,4.1,3430,341.99999999999994
Sony Xperia Z5 Premium,1,2015,180,LCD,5.5,806,1.5,3.0,32.0,23.0,5.1,4.1,3430,273.6
Sony Xperia Z5 Dual,1,2015,154,LCD,5.2,424,1.5,3.0,32.0,23.0,5.1,4.1,2900,285.0
Sony Xperia Z5,1,2015,154,LCD,5.2,428,1.5,3.0,32.0,23.0,5.1,4.1,2900,250.8
Sony Xperia Z5 Compact,1,2015,138,LCD,4.6,323,1.5,2.0,32.0,23.0,5.1,4.1,2700,228.0
Sony Ericsson Xperia Arc S,0,2011,117,LCD,4.2,233,1.4,0.512,1.0,8.0,0.0,2.1,1500,239.4
Sony Ericsson Xperia neo V,0,2011,126,LCD,3.7,265,1.0,0.512,1.0,5.0,0.0,2.1,1500,170.99999999999997
Sony Ericsson Live with Walkman,0,2011,115,OTHER,3.2,180,1.0,0.512,0.32,5.0,0.0,2.1,1200,136.79999999999998
Sony Ericsson Xperia ray,0,2011,100,LCD,3.3,297,1.0,0.512,1.0,8.0,0.0,2.1,1500,193.8
Sony Ericsson Xperia active,0,2011,110,LCD,3.0,192,1.0,0.512,1.0,5.0,0.0,2.1,1200,193.8
Sony Ericsson Xperia mini,0,2011,99,LCD,3.0,192,1.0,0.512,0.512,5.0,0.0,2.1,1200,136.79999999999998
Sony Ericsson Xperia mini pro,0,2011,136,LCD,3.0,192,1.0,0.512,0.512,5.0,0.0,2.1,1200,159.6
Sony Ericsson WT18i,0,2011,110,OTHER,3.2,180,0.8059999999999999,0.0,0.15,3.15,0.0,2.1,1200,262.2
Sony Ericsson W8,0,2011,104,OTHER,3.0,192,0.6,0.168,0.128,3.15,0.0,2.1,1200,114.0
Sony Ericsson Xperia PLAY,0,2011,175,LCD,4.0,245,1.0,0.512,0.4,5.0,0.0,2.1,1500,159.6
Sony Ericsson Xperia pro,0,2011,142,LCD,3.7,265,1.0,0.512,1.0,8.0,0.0,2.1,1500,216.6
Sony Ericsson Xperia Neo,0,2011,126,LCD,3.7,265,1.0,0.512,0.32,8.0,0.0,2.1,1500,125.4
Sony Ericsson Xperia Arc,0,2011,117,LCD,4.2,233,1.0,0.512,0.32,8.0,0.0,2.1,1500,205.2
Sony Ericsson Xperia PLAY CDMA,0,2011,175,LCD,4.0,245,1.0,0.512,0.4,5.0,0.0,2.1,1500,79.8
