name,LTE,year,weight,display_type,screen_size,ppi,cpu_ghz,ram,internal,camera,front_cam,blth_v,battery,price
Acer Iconia Talk S,1,2016,260,LCD,7.0,210,1.3,2.0,32.0,13.0,2.0,4.0,3400,193.8
Acer Liquid Z6 Plus,1,2016,169,LCD,5.5,401,1.3,3.0,32.0,13.0,5.0,4.0,4080,285.0
Acer Liquid Z6,1,2016,126,LCD,5.0,294,1.25,1.0,8.0,8.0,2.0,4.0,2000,136.79999999999998
Acer Liquid X2,1,2015,166,LCD,5.5,267,1.3,3.0,32.0,13.0,13.0,4.0,4020,262.2
Acer Liquid Zest,1,2016,125,LCD,5.0,294,1.3,1.0,8.0,8.0,5.0,4.0,2000,125.4
Acer Predator 8,0,2015,353,LCD,8.0,283,1.6,2.0,64.0,5.0,2.0,4.0,4420,399.0
Acer Liquid Jade Primo,1,2015,150,OLED,5.5,401,1.4,3.0,32.0,21.0,8.0,4.0,2870,250.8
Acer Liquid Z330,1,2015,142,LCD,4.5,218,1.1,1.0,8.0,5.0,5.0,4.0,2000,125.4
Acer Liquid Z320,0,2015,142,LCD,4.5,218,1.0,1.0,8.0,5.0,2.0,4.0,2000,102.6
Acer Liquid Z630,1,2015,165,LCD,5.5,267,1.3,1.0,8.0,8.0,8.0,4.0,4000,228.0
Acer Liquid Z530,1,2015,145,LCD,5.0,294,1.3,1.0,8.0,8.0,8.0,4.0,2420,170.99999999999997
Acer Iconia Tab 10 A3-A30,0,2015,540,LCD,10.1,224,1.33,2.0,64.0,5.0,2.0,4.0,5910,285.0
Acer Iconia One 8 B1-820,0,2015,355,LCD,8.0,189,1.33,1.0,32.0,5.0,0.0,4.0,4550,205.2
Acer Iconia Tab A3-A20,0,2014,508,LCD,10.1,149,1.3,1.0,16.0,5.0,2.0,4.0,5910,216.6
Acer Iconia Tab A3-A20FHD,0,2014,508,LCD,10.1,224,1.5,2.0,32.0,5.0,2.0,4.0,5910,262.2
Acer Liquid Jade Z,1,2015,110,LCD,5.0,294,1.5,1.0,8.0,13.0,5.0,4.0,2300,228.0
Acer Liquid Z520,0,2015,118,OTHER,5.0,187,1.3,1.0,8.0,8.0,2.0,4.0,2000,148.2
Acer Liquid Z220,0,2015,120,OTHER,4.0,233,1.2,1.0,8.0,5.0,2.0,4.0,1300,102.6
Acer Liquid M220,0,2015,119,OTHER,4.0,233,1.2,1.0,4.0,5.0,2.0,4.0,1300,91.2
Acer Liquid Z410,1,2015,145,LCD,4.5,245,1.3,1.0,8.0,5.0,2.0,4.0,2000,148.2
Acer Liquid Jade S,1,2014,116,LCD,5.0,294,1.5,2.0,16.0,13.0,5.0,4.0,2300,228.0
Acer Liquid Z500,0,2014,150,LCD,5.0,294,1.3,1.0,4.0,8.0,2.0,4.0,2000,170.99999999999997
Acer Liquid X1,1,2014,164,LCD,5.7,258,1.7,2.0,16.0,13.0,2.0,4.0,2700,296.4
Acer Liquid Jade,0,2014,110,LCD,5.0,294,1.3,1.0,8.0,13.0,2.0,4.0,2100,205.2
Acer Liquid E700,0,2014,155,LCD,5.0,294,1.2,2.0,16.0,8.0,2.0,4.0,3500,228.0
Acer Liquid E600,1,2014,155,LCD,5.0,196,1.2,1.0,4.0,8.0,2.0,4.0,2500,228.0
Acer Liquid Z200,0,2014,130,OTHER,4.0,233,1.0,0.512,4.0,2.0,0.0,4.0,1300,102.6
Acer Iconia Tab 8 A1-840FHD,0,2014,360,LCD,8.0,283,1.86,2.0,32.0,5.0,2.0,4.0,4600,228.0
alcatel 7,1,2018,175,LCD,6.0,402,2.5,0.0,32.0,12.0,8.0,4.0,4000,180.0
alcatel 5v,0,2018,158,LCD,6.2,268,2.0,0.0,32.0,12.0,8.0,4.0,4000,205.2
alcatel 5,1,2018,144,LCD,5.7,282,1.5,3.0,32.0,12.0,13.0,4.2,3000,262.2
alcatel 3v,1,2018,155,LCD,6.0,402,1.45,2.0,32.0,12.0,5.0,4.2,3000,182.4
alcatel 3,1,2018,145,LCD,5.5,293,1.3,2.0,16.0,13.0,5.0,4.2,3000,193.8
alcatel 1x,1,2018,151,LCD,5.3,203,1.3,1.0,16.0,8.0,5.0,4.2,2460,114.0
alcatel 3c,1,2018,169,LCD,6.0,268,1.3,1.0,16.0,8.0,5.0,4.2,3000,148.2
alcatel 1T 10,0,2018,415,OTHER,10.1,149,1.3,1.0,16.0,2.0,2.0,4.2,4000,114.0
alcatel 1T 7,0,2018,245,OTHER,7.0,170,1.3,1.0,8.0,2.0,0.0,4.2,2580,79.8
alcatel Idol 5s,1,2017,147,LCD,5.2,424,2.35,3.0,32.0,12.0,8.0,4.2,2850,159.6
alcatel Idol 5,1,2017,155,LCD,5.2,423,1.3,3.0,16.0,13.0,5.0,4.2,2800,136.79999999999998
alcatel A7 XL,1,2017,175,LCD,6.0,367,1.5,3.0,32.0,12.0,5.0,4.2,4000,296.4
alcatel A7,1,2017,164,LCD,5.5,401,1.5,3.0,32.0,16.0,8.0,4.2,4000,216.6
alcatel Pulsemix,1,2017,145,LCD,5.2,282,1.5,2.0,16.0,8.0,2.0,4.2,2800,80.0
alcatel Idol 5s (USA),1,2017,148,LCD,5.2,424,2.0,3.0,32.0,12.0,8.0,4.2,2620,250.0
alcatel Shine Lite,1,2016,156,LCD,5.0,294,1.3,2.0,16.0,13.0,5.0,4.2,2460,228.0
alcatel Fierce 4,1,2016,163,LCD,5.5,267,1.1,2.0,16.0,8.0,5.0,4.1,2500,91.2
alcatel X1,1,2015,140,OLED,5.0,294,1.4,2.0,16.0,13.0,5.0,4.0,2150,228.0
alcatel Pixi 4 (5),0,2016,148,LCD,5.0,196,1.3,1.0,8.0,8.0,5.0,4.0,2000,68.39999999999999
alcatel Flash Plus 2,1,2016,157,LCD,5.5,401,1.8,3.0,32.0,13.0,5.0,4.1,3000,159.6
alcatel Pop 7 LTE,1,2016,295,OTHER,7.0,170,1.1,1.0,8.0,5.0,2.0,4.1,3240,148.2
alcatel Idol 4s Windows,1,2016,152,OLED,5.5,401,2.15,4.0,64.0,21.0,8.0,4.1,3000,228.0
alcatel Idol 4s,1,2016,149,OLED,5.5,534,1.8,3.0,32.0,16.0,8.0,4.2,3000,250.8
alcatel Idol 4,1,2016,135,LCD,5.2,424,1.7,2.0,16.0,13.0,8.0,4.2,2610,228.0
alcatel Pixi 4 (6) 3G,0,2016,179,LCD,6.0,184,1.3,1.0,8.0,13.0,8.0,4.1,2580,136.79999999999998
Allview Soul X5 Style,1,2018,168,LCD,6.2,268,2.0,3.0,32.0,13.0,8.0,5.0,4000,250.8
Allview Soul X5 Pro,1,2018,210,LCD,6.2,402,2.0,4.0,32.0,16.0,16.0,4.2,3000,376.2
Allview X4 Soul Infinity Plus,1,2017,156,LCD,6.0,402,2.4,6.0,64.0,13.0,13.0,4.0,3050,513.0
Allview V3 Viper,1,2018,143,LCD,5.5,293,1.3,3.0,32.0,13.0,13.0,4.2,3000,250.8
Allview X4 Soul Mini S,1,2017,145,LCD,5.0,294,1.25,1.0,16.0,8.0,8.0,4.0,2500,170.99999999999997
Allview X4 Soul,1,2017,167,LCD,5.5,401,2.0,4.0,64.0,13.0,13.0,4.0,3000,478.8
Amazon Fire HD 10 (2017),0,2017,500,LCD,10.1,224,1.8,2.0,64.0,2.0,0.0,4.1,3830,193.8
Amazon Fire HD 8 (2017),0,2017,369,LCD,8.0,189,1.3,1.5,32.0,2.0,0.0,4.0,3210,125.4
Amazon Fire 7 (2017),0,2017,295,LCD,7.0,170,1.3,1.0,16.0,2.0,0.0,4.0,2980,79.8
Amazon Fire 7,0,2015,313,LCD,7.0,170,1.3,1.0,8.0,2.0,0.0,4.0,2980,56.99999999999999
Amazon Fire Phone,1,2014,160,LCD,4.7,312,2.2,2.0,64.0,13.0,2.1,3.0,2400,182.4
Apple iPad Pro 12.9 (2018),1,2018,631,LCD,12.9,265,2.5,6.0,1000.0,12.0,7.0,5.0,9720,1254.0
Apple iPad Pro 11,1,2018,468,LCD,11.0,265,2.5,6.0,1000.0,12.0,7.0,5.0,7812,1003.2
Apple iPhone XS Max,1,2018,208,OLED,6.5,458,2.5,4.0,512.0,12.0,7.0,5.0,3174,1424.9999999999998
Apple iPhone XS,1,2018,177,OLED,5.8,458,2.5,4.0,512.0,12.0,7.0,5.0,2658,1311.0
Apple iPhone XR,1,2018,194,LCD,6.1,326,2.5,3.0,256.0,12.0,7.0,5.0,2942,969.0
Apple iPhone X,1,2017,174,OLED,5.8,458,2.39,3.0,256.0,12.0,7.0,5.0,2716,1140.0
Apple iPad 9.7 (2017),1,2017,469,LCD,9.7,264,1.84,2.0,128.0,8.0,1.2,4.2,8827,444.6
Apple iPhone 7 Plus,1,2016,188,LCD,5.5,401,2.34,3.0,256.0,12.0,7.0,4.2,2900,786.5999999999997
Apple iPhone 7,1,2016,138,LCD,4.7,326,2.34,2.0,256.0,12.0,7.0,4.2,1960,627.0
Apple iPad Pro 9.7 (2016),1,2016,437,LCD,9.7,264,2.16,2.0,256.0,12.0,5.0,4.2,7306,786.5999999999997
Apple iPhone SE,1,2016,113,LCD,4.0,326,1.84,2.0,128.0,12.0,1.2,4.2,1624,341.99999999999994
Apple iPhone 6s Plus,1,2015,192,LCD,5.5,401,1.84,2.0,128.0,12.0,5.0,4.2,2750,535.8
Apple iPhone 6s,1,2015,143,LCD,4.7,326,1.84,2.0,128.0,12.0,5.0,4.2,1715,570.0
Apple iPad Pro 12.9 (2015),1,2015,713,LCD,12.9,264,2.26,4.0,256.0,8.0,1.2,4.0,307,969.0
Apple iPad mini 4,1,2015,299,LCD,7.9,324,1.5,2.0,128.0,8.0,1.2,4.0,5124,410.4
Apple iPad Air 2,1,2014,437,LCD,9.7,264,1.5,2.0,128.0,8.0,1.2,4.0,7340,501.6
Archos Saphir 50X,1,2018,210,LCD,5.0,294,1.3,2.0,16.0,8.0,2.0,4.0,4000,170.99999999999997
Archos Diamond Omega,1,2017,170,LCD,5.73,403,2.45,8.0,128.0,12.0,5.0,4.1,3100,341.99999999999994
Archos Diamond Alpha +,1,2017,155,LCD,5.2,424,1.8,6.0,128.0,13.0,16.0,4.2,3000,456.0
Archos Diamond Alpha,1,2017,155,LCD,5.2,424,1.8,4.0,64.0,13.0,16.0,4.2,2950,399.0
Archos Sense 50x,1,2017,223,LCD,5.0,441,1.5,3.0,32.0,8.0,3.0,4.0,3500,193.8
Archos 50 Graphite,1,2017,160,LCD,5.0,294,1.5,1.0,16.0,13.0,5.0,4.1,2400,148.2
Archos Diamond 2 Plus,1,2016,193,LCD,5.5,401,2.0,4.0,64.0,20.7,8.0,4.0,2950,285.0
Archos 50d Helium 4G,1,2015,154,LCD,5.0,294,1.2,1.0,8.0,13.0,5.0,4.0,2100,159.6
Archos 50b Helium 4G,1,2014,160,LCD,5.0,294,1.2,1.0,8.0,8.0,2.0,4.0,2000,170.99999999999997
Archos 50 Diamond,1,2014,142,LCD,5.0,440,1.5,2.0,16.0,16.0,8.0,4.0,2700,228.0
Archos 64 Xenon,0,2014,232,LCD,6.4,229,1.3,1.0,4.0,8.0,2.0,3.0,2800,273.6
Archos 50c Oxygen,0,2014,140,LCD,5.0,294,1.7,1.0,8.0,8.0,2.0,4.0,2000,273.6
Archos 50 Helium 4G,1,2014,160,LCD,5.0,294,1.2,1.0,8.0,8.0,2.0,4.0,2000,319.2
Archos 45 Helium 4G,1,2014,140,LCD,4.5,207,1.2,1.0,4.0,5.0,0.0,4.0,1850,262.2
Asus Zenfone Max (M1) ZB556KL,1,2018,150,LCD,5.45,247,1.4,3.0,32.0,13.0,8.0,4.0,4000,136.79999999999998
Asus ZenFone Lite (L1) ZA551KL,1,2018,140,LCD,5.45,295,1.4,2.0,16.0,13.0,5.0,4.0,3000,91.2
Asus ROG Phone,1,2018,200,OLED,6.0,402,2.96,8.0,512.0,12.0,8.0,5.0,4000,1083.0
Asus ZenFone Live (L1) ZA550KL,1,2018,140,LCD,5.5,293,1.4,1.0,32.0,13.0,5.0,4.0,3000,114.0
Asus Zenfone Max Pro (M1) ZB601KL,1,2018,180,LCD,5.99,404,1.8,6.0,64.0,13.0,8.0,5.0,5000,182.4
Asus Zenfone 5z ZS620KL,1,2018,155,LCD,6.2,402,2.7,8.0,256.0,12.0,8.0,5.0,3300,570.0
Asus Zenfone 5 Lite ZC600KL,1,2018,168,LCD,6.0,402,2.2,4.0,64.0,16.0,20.0,4.1,3300,285.0
Asus Zenfone Max (M1) ZB555KL,1,2018,150,LCD,5.5,245,1.4,3.0,32.0,13.0,8.0,4.0,4000,182.4
Asus Zenfone Max Plus (M1) ZB570TL,1,2017,160,LCD,5.7,424,1.5,4.0,64.0,16.0,8.0,4.0,4130,285.0
Asus Zenfone V V520KL,1,2017,147,OLED,5.2,424,2.15,4.0,32.0,23.0,8.0,4.2,3000,380.0
Asus Zenfone 4 Pro ZS551KL,1,2017,175,OLED,5.5,401,2.45,6.0,128.0,12.0,8.0,5.0,3600,444.6
Asus Zenfone 4 ZE554KL,1,2017,165,LCD,5.5,401,2.2,6.0,64.0,12.0,8.0,5.0,3300,456.0
Asus Zenfone 4 Selfie Lite ZB553KL,1,2017,144,LCD,5.5,267,1.4,2.0,32.0,13.0,13.0,4.1,3000,205.2
Asus Zenfone 4 Selfie ZB553KL,1,2017,144,LCD,5.5,267,1.4,3.0,32.0,13.0,13.0,4.1,3000,170.99999999999997
Asus Zenfone 4 Selfie Pro ZD552KL,1,2017,147,OLED,5.5,401,2.0,4.0,64.0,16.0,12.0,4.2,3000,285.0
Asus Zenfone 4 Selfie ZD553KL,1,2017,144,LCD,5.5,267,1.4,4.0,64.0,16.0,20.0,4.1,3000,330.6
Asus Zenfone 4 Max ZC520KL,1,2017,156,LCD,5.2,282,1.4,2.0,32.0,13.0,8.0,4.1,4100,205.2
Asus Zenfone 4 Max Plus ZC554KL,1,2017,181,LCD,5.5,267,1.4,3.0,32.0,13.0,8.0,4.1,5000,250.8
Asus Zenfone 4 Max Pro ZC554KL,1,2017,181,LCD,5.5,267,1.4,3.0,32.0,16.0,16.0,4.1,5000,285.0
Asus Zenfone 4 Max ZC554KL,1,2017,181,LCD,5.5,267,1.4,3.0,32.0,13.0,8.0,4.1,5000,307.7999999999999
Asus Zenpad Z8s ZT582KL,1,2017,306,LCD,7.9,324,1.8,3.0,16.0,13.0,5.0,4.2,4680,250.0
Asus Zenfone Go ZB552KL,1,2017,168,LCD,5.5,267,1.2,2.0,32.0,13.0,5.0,4.0,3000,136.79999999999998
Asus Zenfone Live ZB501KL,1,2017,120,LCD,5.0,294,1.2,2.0,32.0,13.0,5.0,4.0,2650,170.99999999999997
Asus Zenfone 3s Max ZC521TL,1,2017,175,LCD,5.2,282,1.5,3.0,32.0,13.0,8.0,4.0,5000,205.2
Asus Zenpad 3S 10 Z500KL,1,2017,490,LCD,9.7,264,1.4,4.0,32.0,8.0,5.0,4.1,7800,456.0
Asus Zenfone AR ZS571KL,1,2017,170,OLED,5.7,515,2.35,8.0,256.0,23.0,8.0,4.2,3300,501.6
Asus Zenfone 3 Zoom ZE553KL,1,2017,170,OLED,5.5,401,2.0,4.0,128.0,12.0,13.0,4.2,5000,364.8
Asus Zenpad 3 8.0 Z581KL,1,2016,320,LCD,7.9,324,1.4,4.0,32.0,8.0,2.0,4.1,4680,319.2
Asus Zenfone Go ZB500KL,1,2016,150,LCD,5.0,294,1.0,2.0,16.0,13.0,5.0,4.0,2600,148.2
Asus Zenfone 3 Max ZC553KL,1,2016,175,LCD,5.5,401,1.4,4.0,32.0,16.0,8.0,4.1,4100,216.6
Asus Zenfone 3 Deluxe 5.5 ZS550KL,1,2016,151,LCD,5.5,401,2.0,4.0,64.0,16.0,8.0,4.2,3000,319.2
Asus Zenpad Z10 ZT500KL,1,2016,490,LCD,9.7,264,1.4,3.0,32.0,8.0,5.0,4.2,7800,341.99999999999994
Asus Zenpad 3S 10 Z500M,0,2016,430,LCD,9.7,264,2.1,4.0,64.0,8.0,5.0,4.2,5900,387.6
Asus Zenfone 3 Max ZC520TL,1,2016,148,LCD,5.2,282,1.25,3.0,32.0,13.0,5.0,4.0,4130,262.2
BenQ T3,1,2014,128,LCD,4.5,245,1.2,1.0,4.0,8.0,0.0,4.0,1840,91.2
BenQ F5,1,2014,135,LCD,5.0,294,1.2,2.0,16.0,13.0,2.0,4.0,2520,114.0
BenQ F3,0,2013,119,LCD,4.5,245,1.2,1.0,4.0,13.0,2.0,0.0,2100,228.0
BenQ A3,0,2013,135,LCD,4.5,245,1.2,1.0,4.0,8.0,2.0,0.0,2000,170.99999999999997
BenQ E72,0,2007,90,OTHER,2.0,200,0.26,0.64,0.128,2.0,0.0,2.0,900,136.79999999999998
BlackBerry KEY2 LE,1,2018,156,LCD,4.5,434,1.8,4.0,64.0,13.0,8.0,5.0,3000,376.2
BlackBerry Evolve X,1,2018,170,LCD,5.99,403,2.2,6.0,64.0,12.0,16.0,5.0,4000,399.0
BlackBerry Evolve,1,2018,170,LCD,5.99,403,1.8,4.0,64.0,13.0,16.0,4.2,4000,341.99999999999994
BlackBerry KEY2,1,2018,168,LCD,4.5,434,2.2,6.0,128.0,12.0,8.0,5.0,3500,570.0
BlackBerry Motion,1,2017,167,LCD,5.5,403,2.0,4.0,32.0,12.0,8.0,4.2,4000,444.6
BlackBerry Aurora,1,2017,178,LCD,5.5,267,1.4,4.0,32.0,13.0,8.0,4.0,3000,228.0
BlackBerry Keyone,1,2017,180,LCD,4.5,434,2.0,4.0,64.0,12.0,8.0,4.2,3500,330.6
BlackBerry DTEK60,1,2016,165,OLED,5.5,534,2.15,4.0,32.0,21.0,8.0,4.2,3000,341.99999999999994
BlackBerry DTEK50,1,2016,135,LCD,5.2,424,1.5,3.0,16.0,13.0,8.0,4.2,2610,228.0
BlackBerry Priv,1,2015,192,OLED,5.4,540,1.4,3.0,32.0,18.0,2.0,4.1,3410,307.7999999999999
BlackBerry Leap,1,2015,170,LCD,5.0,294,1.5,2.0,16.0,8.0,2.0,4.0,2800,91.2
BlackBerry Porsche Design P'9983,1,2014,140,OTHER,3.1,328,1.5,2.0,64.0,8.0,2.0,4.0,2100,490.19999999999993
BlackBerry Passport,1,2014,196,LCD,4.5,453,2.26,3.0,32.0,13.0,2.0,4.0,3450,193.8
BlackBerry Classic,1,2014,177,LCD,3.5,294,1.5,2.0,16.0,8.0,2.0,4.0,2515,136.79999999999998
BlackBerry Z3,0,2014,164,OTHER,5.0,220,1.2,1.5,8.0,5.0,1.1,4.0,2500,102.6
BlackBerry Porsche Design P'9982,1,2013,140,OTHER,4.2,355,1.5,2.0,64.0,8.0,2.0,4.0,1800,444.6
BlackBerry Z30,1,2013,170,OLED,5.0,294,1.7,2.0,16.0,8.0,2.0,4.0,2880,159.6
BlackBerry 9720,0,2013,120,LCD,2.8,214,0.8059999999999999,0.512,0.512,5.0,0.0,2.1,1450,148.2
BlackBerry Q5,1,2013,120,LCD,3.1,328,1.2,2.0,8.0,5.0,2.0,4.0,2180,79.8
BlackBerry Z10,1,2013,137,OTHER,4.2,355,1.5,2.0,16.0,8.0,2.0,4.0,1800,136.79999999999998
BlackBerry Q10,1,2013,139,OLED,3.1,328,1.5,2.0,16.0,8.0,2.0,4.0,2100,125.4
BlackBerry Bold 9790,0,2011,107,OTHER,2.45,245,1.0,0.768,8.0,5.0,0.0,2.1,1230,148.2
BlackBerry Porsche Design P'9981,0,2011,155,OTHER,2.8,286,1.2,0.768,8.0,5.0,0.0,2.1,1230,912.0
BlackBerry Curve 9370,0,2011,99,OTHER,2.44,246,0.8,0.512,1.0,5.0,0.0,2.1,1000,102.6
BlackBerry Curve 9350,0,2011,99,OTHER,2.44,246,0.8,0.512,0.512,5.0,0.0,2.1,1000,56.99999999999999
BlackBerry Torch 9810,0,2011,161,OTHER,3.2,250,1.2,0.768,8.0,5.0,0.0,2.1,1270,136.79999999999998
BlackBerry Torch 9860,0,2011,135,OTHER,3.7,252,1.2,0.768,4.0,5.0,0.0,2.1,1230,148.2
BlackBerry Torch 9850,0,2011,135,OTHER,3.7,252,1.2,0.768,4.0,5.0,0.0,2.1,1230,148.2
BlackBerry Bold Touch 9900,0,2011,130,OTHER,2.8,286,1.2,0.768,8.0,5.0,0.0,2.1,1230,159.6
BlackBerry Bold Touch 9930,0,2011,130,OTHER,2.8,286,1.2,0.768,8.0,5.0,0.0,2.1,1230,136.79999999999998
BlackBerry Playbook,0,2010,425,OTHER,7.0,170,1.0,1.0,64.0,5.0,3.0,2.1,5300,136.79999999999998
BlackBerry Bold 9780,0,2010,122,OTHER,2.44,246,0.624,0.512,0.256,5.0,0.0,2.1,1500,102.6
Blackview A10,0,2017,169,LCD,5.0,294,1.3,2.0,16.0,8.0,5.0,4.0,2800,79.8
Blackview A7 Pro,1,2017,176,LCD,5.0,294,1.3,2.0,16.0,8.0,5.0,4.0,2800,91.2
Blackview A7,0,2017,176,LCD,5.0,294,1.3,1.0,8.0,5.0,2.0,4.0,2800,68.39999999999999
BLU Vivo Go,1,2018,155,LCD,6.0,268,1.5,1.0,16.0,8.0,5.0,4.1,2600,80.0
BLU Vivo XL4,1,2018,178,LCD,6.2,271,2.0,3.0,32.0,13.0,13.0,4.0,4000,150.0
BLU Studio Mega (2018),0,2018,155,LCD,6.0,268,1.3,1.0,16.0,13.0,8.0,4.0,2600,100.0
BLU Advance L4,0,2018,104,LCD,4.0,233,1.3,0.512,8.0,5.0,2.0,2.1,1300,50.0
BLU Vivo XI,1,2018,187,LCD,5.9,285,2.0,3.0,32.0,16.0,16.0,4.1,3000,200.0
BLU Vivo XI+,1,2018,199,LCD,6.2,402,2.0,6.0,128.0,16.0,16.0,4.1,3050,330.0
BLU C5,0,2018,145,LCD,5.0,196,1.3,1.0,8.0,5.0,5.0,2.1,2000,60.0
BLU C4,0,2018,118,LCD,4.0,233,1.3,0.512,8.0,5.0,5.0,2.1,1300,50.0
BLU Studio G4,0,2018,126,LCD,5.2,282,1.3,1.0,16.0,8.0,5.0,4.0,2000,80.0
BLU C6,0,2018,167,LCD,5.5,267,1.3,1.0,16.0,8.0,5.0,4.0,2500,100.0
BLU Grand M3,1,2018,154,LCD,5.34,201,1.3,1.0,16.0,8.0,5.0,4.0,2500,110.0
BLU Pure View,1,2018,184,LCD,5.7,282,1.3,3.0,32.0,13.0,8.0,4.0,3000,130.0
BLU Studio View,0,2018,159,LCD,5.5,260,1.3,1.0,8.0,8.0,5.0,4.0,2850,100.0
BLU Vivo XL3,1,2018,143,LCD,5.5,293,1.3,3.0,32.0,13.0,13.0,4.0,3000,180.0
BLU Vivo One Plus,1,2018,173,LCD,6.0,268,1.3,2.0,16.0,13.0,13.0,4.0,4000,180.0
BLU Dash L4,0,2017,119,LCD,4.0,233,1.3,0.512,8.0,5.0,2.0,4.0,1700,60.0
BLU Vivo XL3 Plus,1,2018,169,LCD,6.0,268,1.4,3.0,32.0,13.0,16.0,4.0,3000,200.0
BLU Vivo X,1,2018,188,LCD,6.0,268,2.6,4.0,64.0,13.0,20.0,4.0,4010,300.0
BLU Studio J8M LTE,1,2018,140,LCD,5.0,294,1.3,2.0,16.0,8.0,5.0,4.0,2000,100.0
BLU Vivo One,1,2018,160,LCD,5.5,293,1.3,2.0,16.0,12.0,8.0,4.0,3000,140.0
BLU Studio View XL,0,2018,174,LCD,5.7,282,1.3,1.0,16.0,13.0,5.0,4.0,3000,114.0
BLU Vivo 8,1,2017,180,LCD,5.5,401,2.0,4.0,64.0,13.0,16.0,4.0,4010,300.0
BQ Aquaris X2 Pro,1,2018,168,LCD,5.65,427,2.2,6.0,128.0,12.0,8.0,5.0,3100,444.6
BQ Aquaris X2,1,2018,163,LCD,5.65,427,1.8,4.0,64.0,12.0,8.0,5.0,3100,353.4
BQ Aquaris VS Plus,1,2018,183,LCD,5.5,401,1.4,4.0,64.0,12.0,8.0,4.2,3400,262.2
BQ Aquaris VS,1,2018,165,LCD,5.2,282,1.4,4.0,64.0,12.0,8.0,4.2,3100,216.6
BQ Aquaris U2 Lite,1,2017,155,LCD,5.2,282,1.4,2.0,16.0,8.0,5.0,4.2,3100,193.8
BQ Aquaris U2,1,2017,155,LCD,5.2,282,1.4,3.0,32.0,13.0,5.0,4.2,3100,216.6
BQ Aquaris V Plus,1,2017,183,LCD,5.5,401,1.4,4.0,64.0,12.0,8.0,4.2,3400,296.4
BQ Aquaris V,1,2017,165,LCD,5.2,282,1.4,4.0,64.0,12.0,8.0,4.2,3100,239.4
BQ Aquaris X Pro,1,2017,158,LCD,5.2,424,2.2,4.0,128.0,12.0,8.0,4.2,3100,421.8
BQ Aquaris X,1,2017,153,LCD,5.2,424,2.2,3.0,32.0,16.0,8.0,4.2,3100,330.6
BQ Aquaris U Lite,1,2016,140,OTHER,5.0,294,1.4,2.0,16.0,8.0,5.0,4.2,3080,182.4
BQ Aquaris U,1,2016,140,OTHER,5.0,294,1.4,2.0,16.0,13.0,5.0,4.2,3080,216.6
BQ Aquaris U Plus,1,2016,139,LCD,5.0,294,1.4,3.0,32.0,16.0,5.0,4.2,3050,250.8
BQ Aquaris X5 Plus,1,2016,145,LCD,5.0,441,1.8,2.0,16.0,16.0,8.0,4.1,3200,341.99999999999994
BQ Aquaris E5s,1,2015,139,LCD,5.0,294,1.4,2.0,16.0,13.0,5.0,4.0,2850,239.4
BQ Aquaris X5,1,2015,148,LCD,5.0,294,1.4,2.0,16.0,13.0,5.0,4.0,2900,262.2
BQ Aquaris M5,1,2015,144,LCD,5.0,441,1.5,3.0,16.0,13.0,5.0,4.0,3120,296.4
BQ Aquaris M5.5,1,2015,162,LCD,5.5,401,1.5,3.0,16.0,13.0,5.0,4.0,3620,341.99999999999994
BQ Aquaris M4.5,1,2015,115,LCD,4.5,245,1.0,1.0,8.0,8.0,5.0,4.0,2470,205.2
BQ  Aquaris M10,0,2015,470,OTHER,10.1,149,1.3,2.0,16.0,5.0,2.0,4.0,7280,262.2
Casio G'zOne CA-201L,1,2013,173,LCD,4.0,233,1.5,1.0,16.0,8.0,1.3,4.0,1800,307.7999999999999
Cat B35,1,2018,130,OTHER,2.4,167,1.3,0.512,4.0,2.0,0.0,4.1,2300,125.4
Cat S41,1,2017,218,OTHER,5.0,441,2.3,3.0,32.0,13.0,8.0,4.1,5000,513.0
Cat S31,1,2017,200,OTHER,4.7,312,1.3,2.0,16.0,8.0,2.0,4.1,4000,376.2
Cat S61,1,2018,250,LCD,5.2,424,2.2,4.0,64.0,16.0,8.0,5.0,4500,1026.0
Cat S30,1,2015,181,OTHER,4.5,218,1.1,1.0,8.0,5.0,2.0,4.1,3000,387.6
Cat S40,1,2015,185,LCD,4.7,234,1.1,1.0,16.0,8.0,2.0,4.1,3000,501.6
Cat B15 Q,0,2014,170,OTHER,4.0,233,1.3,1.0,4.0,5.0,0.0,4.0,2000,364.8
Cat S50,1,2014,185,LCD,4.7,312,1.2,2.0,8.0,8.0,0.0,4.0,2630,524.4
Cat B15,0,2013,170,OTHER,4.0,233,1.0,0.512,4.0,5.0,0.0,3.0,2000,285.0
Cat B100,0,2013,136,OTHER,2.2,182,0.411,0.64,0.128,3.15,0.0,2.0,1150,159.6
Celkon Campus Whizz Q42,0,2014,122,OTHER,4.0,233,1.3,0.512,4.0,5.0,1.3,2.0,1400,91.2
Celkon Q500 Millennium Ultra,0,2014,149,LCD,5.0,294,1.2,2.0,16.0,8.0,2.0,4.0,2500,136.79999999999998
Celkon A500,0,2014,147,OTHER,5.0,196,1.3,1.0,8.0,5.0,0.0,2.0,2000,102.6
Celkon A21,0,2014,115,OTHER,4.0,144,1.3,0.256,0.512,3.15,1.3,4.0,1500,68.39999999999999
Coolpad Cool Play 8,1,2018,177,LCD,6.2,402,1.5,4.0,64.0,16.0,8.0,4.2,4000,170.99999999999997
